Name,miRNA
TGFBR1|ENST00000374994.9|9,TGFBR1:miR-320
TGFBR2|ENST00000295754.10|12,TGFBR2:miR-181-5p
TGFBR2|ENST00000295754.10|13,TGFBR2:miR-103-3p/107
TGFBR2|ENST00000295754.10|13,TGFBR2:miR-181-5p
TGFBR2|ENST00000295754.10|13,TGFBR2:miR-202-5p
TGFBR2|ENST00000295754.10|13,TGFBR2:miR-202-5p
TGFBR2|ENST00000295754.10|13,TGFBR2:miR-320
TGFBR2|ENST00000295754.10|14,TGFBR2:miR-103-3p/107
TGFBR2|ENST00000295754.10|14,TGFBR2:miR-202-5p
TGFBR2|ENST00000295754.10|14,TGFBR2:miR-202-5p
TGFBR2|ENST00000295754.10|14,TGFBR2:miR-320
TGFBR2|ENST00000295754.10|17,TGFBR2:miR-144-3p
TGFBR2|ENST00000295754.10|17,TGFBR2:miR-145-5p
TGFBR2|ENST00000295754.10|17,TGFBR2:miR-181-5p
TGFBR2|ENST00000295754.10|17,TGFBR2:miR-186-5p
TGFBR2|ENST00000295754.10|17,TGFBR2:miR-202-5p
TGFBR2|ENST00000295754.10|17,TGFBR2:miR-204-5p/211-5p
TGFBR2|ENST00000295754.10|17,TGFBR2:miR-212-5p
TGFBR2|ENST00000295754.10|17,TGFBR2:miR-23-3p
TGFBR2|ENST00000295754.10|17,TGFBR2:miR-302-3p/372-3p/373-3p/520-3p
TGFBR2|ENST00000295754.10|17,TGFBR2:miR-302c-3p.2/520-3p
TGFBR2|ENST00000295754.10|17,TGFBR2:miR-655-3p
TGFBR2|ENST00000295754.10|18,TGFBR2:miR-153-3p
TGFBR2|ENST00000295754.10|18,TGFBR2:miR-186-5p
TGFBR2|ENST00000295754.10|18,TGFBR2:miR-202-5p
TGFBR2|ENST00000295754.10|18,TGFBR2:miR-204-5p/211-5p
TGFBR2|ENST00000295754.10|18,TGFBR2:miR-23-3p
TGFBR2|ENST00000295754.10|18,TGFBR2:miR-302-3p/372-3p/373-3p/520-3p
TGFBR2|ENST00000295754.10|18,TGFBR2:miR-302c-3p.2/520-3p
TGFBR2|ENST00000295754.10|18,TGFBR2:miR-496.1
TGFBR2|ENST00000295754.10|18,TGFBR2:miR-655-3p
TGFBR2|ENST00000295754.10|1,TGFBR2:miR-202-5p
TGFBR2|ENST00000295754.10|1,TGFBR2:miR-21-5p/590-5p
TGFBR2|ENST00000295754.10|1,TGFBR2:miR-216a-5p
TGFBR2|ENST00000295754.10|1,TGFBR2:miR-302-3p/372-3p/373-3p/520-3p
TGFBR2|ENST00000295754.10|1,TGFBR2:miR-425-5p
TGFBR2|ENST00000295754.10|1,TGFBR2:miR-665
TGFBR2|ENST00000295754.10|1,TGFBR2:miR-9-5p
TGFBR2|ENST00000295754.10|2,TGFBR2:miR-130-3p/301-3p/454-3p
TGFBR2|ENST00000295754.10|2,TGFBR2:miR-135-5p
TGFBR2|ENST00000295754.10|2,TGFBR2:miR-142-5p
TGFBR2|ENST00000295754.10|2,TGFBR2:miR-17-5p/20-5p/93-5p/106-5p/519-3p
TGFBR2|ENST00000295754.10|2,TGFBR2:miR-19-3p
TGFBR2|ENST00000295754.10|2,TGFBR2:miR-202-5p
TGFBR2|ENST00000295754.10|2,TGFBR2:miR-21-5p/590-5p
TGFBR2|ENST00000295754.10|2,TGFBR2:miR-216a-5p
TGFBR2|ENST00000295754.10|2,TGFBR2:miR-302-3p/372-3p/373-3p/520-3p
TGFBR2|ENST00000295754.10|2,TGFBR2:miR-410-3p
TGFBR2|ENST00000295754.10|2,TGFBR2:miR-425-5p
TGFBR2|ENST00000295754.10|3,TGFBR2:miR-135-5p
TGFBR2|ENST00000295754.10|3,TGFBR2:miR-155-5p
TGFBR2|ENST00000295754.10|3,TGFBR2:miR-219-5p
TGFBR2|ENST00000295754.10|3,TGFBR2:miR-410-3p
TGFBR2|ENST00000295754.10|4,TGFBR2:miR-130-3p/301-3p/454-3p
TGFBR2|ENST00000295754.10|4,TGFBR2:miR-155-5p
TGFBR2|ENST00000295754.10|4,TGFBR2:miR-219-5p
TGFBR2|ENST00000295754.10|5,TGFBR2:miR-130-3p/301-3p/454-3p
TGFBR2|ENST00000295754.10|5,TGFBR2:miR-665
TGFBR2|ENST00000295754.10|6,TGFBR2:miR-411-5p.1
TGFBR2|ENST00000295754.10|6,TGFBR2:miR-411-5p.2
TGFBR2|ENST00000295754.10|6,TGFBR2:miR-665
TGFBR2|ENST00000295754.10|7,TGFBR2:miR-411-5p.1
TGFBR2|ENST00000295754.10|7,TGFBR2:miR-411-5p.2
TGIF1|ENST00000343820.10|1,TGIF1:miR-101-3p.1
TGIF1|ENST00000343820.10|1,TGIF1:miR-101-3p.2
TGIF1|ENST00000343820.10|1,TGIF1:miR-139-5p
TGIF1|ENST00000343820.10|1,TGIF1:miR-1-3p/206
TGIF1|ENST00000343820.10|1,TGIF1:miR-144-3p
TGIF1|ENST00000343820.10|1,TGIF1:miR-19-3p
TGIF1|ENST00000343820.10|1,TGIF1:miR-194-5p
TGIF1|ENST00000343820.10|1,TGIF1:miR-23-3p
TGIF1|ENST00000343820.10|1,TGIF1:miR-802
TGIF1|ENST00000343820.10|2,TGIF1:miR-101-3p.1
TGIF1|ENST00000343820.10|2,TGIF1:miR-101-3p.2
TGIF1|ENST00000343820.10|2,TGIF1:miR-139-5p
TGIF1|ENST00000343820.10|2,TGIF1:miR-1-3p/206
TGIF1|ENST00000343820.10|2,TGIF1:miR-144-3p
TGIF1|ENST00000343820.10|2,TGIF1:miR-23-3p
TGIF1|ENST00000343820.10|2,TGIF1:miR-25-3p/32-5p/92-3p/363-3p/367-3p
TGIF1|ENST00000343820.10|2,TGIF1:miR-299-3p
TGIF1|ENST00000343820.10|3,TGIF1:miR-25-3p/32-5p/92-3p/363-3p/367-3p
TGIF1|ENST00000343820.10|3,TGIF1:miR-299-3p
TIMM8A|ENST00000372902.4|1,TIMM8A:miR-101-3p.1
TIMM8A|ENST00000372902.4|1,TIMM8A:miR-101-3p.2
TIMM8A|ENST00000372902.4|1,TIMM8A:miR-1298-5p
TIMM8A|ENST00000372902.4|1,TIMM8A:miR-144-3p
TIMM8A|ENST00000372902.4|1,TIMM8A:miR-375
TIMM8A|ENST00000372902.4|1,TIMM8A:miR-421
TIMM8A|ENST00000372902.4|2,TIMM8A:miR-101-3p.1
TIMM8A|ENST00000372902.4|2,TIMM8A:miR-101-3p.2
TIMM8A|ENST00000372902.4|2,TIMM8A:miR-133a-3p.1
TIMM8A|ENST00000372902.4|2,TIMM8A:miR-144-3p
TIMM8A|ENST00000372902.4|2,TIMM8A:miR-299-3p
TIMM8A|ENST00000372902.4|2,TIMM8A:miR-375
TIMM8A|ENST00000372902.4|3,TIMM8A:miR-133a-3p.1
TIMM8A|ENST00000372902.4|3,TIMM8A:miR-28-3p
TIMM8A|ENST00000372902.4|3,TIMM8A:miR-299-3p
TKT|ENST00000462138.6|1,TKT:miR-1-3p/206
TKT|ENST00000462138.6|1,TKT:miR-371-5p
TKT|ENST00000462138.6|1,TKT:miR-873-5p.1
TLK2|ENST00000346027.10|13,TLK2:miR-543
TLK2|ENST00000346027.10|13,TLK2:miR-802
TLK2|ENST00000346027.10|14,TLK2:miR-543
TLK2|ENST00000346027.10|14,TLK2:miR-802
TLK2|ENST00000346027.10|1,TLK2:miR-22-3p
TLK2|ENST00000346027.10|1,TLK2:miR-330-3p.2
TLK2|ENST00000346027.10|20,TLK2:miR-655-3p
TLK2|ENST00000346027.10|21,TLK2:miR-655-3p
TLK2|ENST00000346027.10|2,TLK2:miR-101-3p.1
TLK2|ENST00000346027.10|2,TLK2:miR-125-5p
TLK2|ENST00000346027.10|2,TLK2:miR-128-3p
TLK2|ENST00000346027.10|2,TLK2:miR-22-3p
TLK2|ENST00000346027.10|2,TLK2:miR-27-3p
TLK2|ENST00000346027.10|2,TLK2:miR-378-3p
TLK2|ENST00000346027.10|2,TLK2:miR-670-3p
TLK2|ENST00000346027.10|3,TLK2:miR-101-3p.1
TLK2|ENST00000346027.10|3,TLK2:miR-125-5p
TLK2|ENST00000346027.10|3,TLK2:miR-128-3p
TLK2|ENST00000346027.10|3,TLK2:miR-218-5p
TLK2|ENST00000346027.10|3,TLK2:miR-27-3p
TLK2|ENST00000346027.10|3,TLK2:miR-378-3p
TLK2|ENST00000346027.10|3,TLK2:miR-670-3p
TLK2|ENST00000346027.10|4,TLK2:miR-1-3p/206
TLK2|ENST00000346027.10|4,TLK2:miR-218-5p
TLK2|ENST00000346027.10|4,TLK2:miR-670-3p
TLK2|ENST00000346027.10|5,TLK2:miR-1-3p/206
TLK2|ENST00000346027.10|5,TLK2:miR-320
TLK2|ENST00000346027.10|6,TLK2:miR-217
TLK2|ENST00000346027.10|6,TLK2:miR-320
TLK2|ENST00000346027.10|7,TLK2:miR-181-5p
TLK2|ENST00000346027.10|7,TLK2:miR-217
TLK2|ENST00000346027.10|8,TLK2:miR-21-5p/590-5p
TLK2|ENST00000346027.10|9,TLK2:miR-21-5p/590-5p
TLR3|ENST00000296795.8|5,TLR3:miR-186-5p
TLR3|ENST00000296795.8|6,TLR3:miR-186-5p
TLR3|ENST00000296795.8|6,TLR3:miR-383-5p.2
TMPO|ENST00000556029.6|10,TMPO:miR-365-3p
TMPO|ENST00000556029.6|11,TMPO:miR-365-3p
TMPO|ENST00000556029.6|12,TMPO:let-7-5p/98-5p
TMPO|ENST00000556029.6|12,TMPO:miR-365-3p
TMPO|ENST00000556029.6|13,TMPO:let-7-5p/98-5p
TMPO|ENST00000556029.6|13,TMPO:miR-218-5p
TMPO|ENST00000556029.6|14,TMPO:miR-218-5p
TMPO|ENST00000556029.6|17,TMPO:miR-1197
TMPO|ENST00000556029.6|18,TMPO:miR-1197
TMPO|ENST00000556029.6|1,TMPO:miR-183-5p.1
TMPO|ENST00000556029.6|1,TMPO:miR-23-3p
TMPO|ENST00000556029.6|2,TMPO:miR-183-5p.1
TMPO|ENST00000556029.6|2,TMPO:miR-23-3p
TMPO|ENST00000556029.6|3,TMPO:miR-137
TMPO|ENST00000556029.6|3,TMPO:miR-23-3p
TMPO|ENST00000556029.6|4,TMPO:miR-137
TMPO|ENST00000556029.6|4,TMPO:miR-193a-5p
TMPO|ENST00000556029.6|4,TMPO:miR-433-3p
TMPO|ENST00000556029.6|5,TMPO:miR-193a-5p
TMPO|ENST00000556029.6|5,TMPO:miR-433-3p
TP53BP2|ENST00000343537.12|2,TP53BP2:miR-205-5p
TP53BP2|ENST00000343537.12|2,TP53BP2:miR-219-5p
TP53BP2|ENST00000343537.12|3,TP53BP2:miR-138-5p
TP53BP2|ENST00000343537.12|3,TP53BP2:miR-142-5p
TP53BP2|ENST00000343537.12|4,TP53BP2:miR-138-5p
TP53BP2|ENST00000343537.12|4,TP53BP2:miR-142-5p
TP53BP2|ENST00000343537.12|4,TP53BP2:miR-221-3p/222-3p
TP53BP2|ENST00000343537.12|5,TP53BP2:miR-221-3p/222-3p
TP53|ENST00000269305.9|1,TP53:miR-150-5p
TP53|ENST00000269305.9|2,TP53:miR-150-5p
TP53|ENST00000269305.9|5,TP53:miR-22-3p
TP63|ENST00000354600.10|19,TP63:miR-149-5p
TP63|ENST00000354600.10|20,TP63:miR-149-5p
TP73|ENST00000378295.9|21,TP73:miR-17-5p/20-5p/93-5p/106-5p/519-3p
TP73|ENST00000378295.9|21,TP73:miR-302-3p/372-3p/373-3p/520-3p
TP73|ENST00000378295.9|21,TP73:miR-302c-3p.2/520-3p
TP73|ENST00000378295.9|22,TP73:miR-17-5p/20-5p/93-5p/106-5p/519-3p
TP73|ENST00000378295.9|22,TP73:miR-200bc-3p/429
TP73|ENST00000378295.9|22,TP73:miR-302-3p/372-3p/373-3p/520-3p
TP73|ENST00000378295.9|22,TP73:miR-302c-3p.2/520-3p
TP73|ENST00000378295.9|22,TP73:miR-323-3p
TP73|ENST00000378295.9|22,TP73:miR-655-3p
TP73|ENST00000378295.9|23,TP73:miR-17-5p/20-5p/93-5p/106-5p/519-3p
TP73|ENST00000378295.9|23,TP73:miR-200bc-3p/429
TP73|ENST00000378295.9|23,TP73:miR-302-3p/372-3p/373-3p/520-3p
TP73|ENST00000378295.9|23,TP73:miR-302c-3p.2/520-3p
TP73|ENST00000378295.9|23,TP73:miR-323-3p
TP73|ENST00000378295.9|23,TP73:miR-655-3p
TP73|ENST00000378295.9|3,TP73:miR-182-5p
TP73|ENST00000378295.9|3,TP73:miR-34-5p/449-5p
TP73|ENST00000378295.9|3,TP73:miR-455-3p.1
TP73|ENST00000378295.9|3,TP73:miR-96-5p/1271-5p
TP73|ENST00000378295.9|4,TP73:miR-182-5p
TP73|ENST00000378295.9|4,TP73:miR-34-5p/449-5p
TP73|ENST00000378295.9|4,TP73:miR-455-3p.1
TP73|ENST00000378295.9|4,TP73:miR-96-5p/1271-5p
TRAPPC2|ENST00000380579.6|15,TRAPPC2:miR-377-3p
TRIO|ENST00000344204.9|11,TRIO:miR-145-5p
TRIO|ENST00000344204.9|12,TRIO:miR-145-5p
TRIO|ENST00000344204.9|12,TRIO:miR-30-5p
TRIO|ENST00000344204.9|13,TRIO:miR-145-5p
TRIO|ENST00000344204.9|13,TRIO:miR-30-5p
TRIO|ENST00000344204.9|1,TRIO:miR-129-5p
TRIO|ENST00000344204.9|1,TRIO:miR-200bc-3p/429
TRIO|ENST00000344204.9|2,TRIO:miR-129-5p
TRIO|ENST00000344204.9|2,TRIO:miR-140-5p
TRIO|ENST00000344204.9|2,TRIO:miR-200bc-3p/429
TRIO|ENST00000344204.9|3,TRIO:miR-140-5p
TRIO|ENST00000344204.9|4,TRIO:miR-381-3p
TRIO|ENST00000344204.9|5,TRIO:miR-101-3p.1
TRIO|ENST00000344204.9|5,TRIO:miR-101-3p.2
TRIO|ENST00000344204.9|5,TRIO:miR-144-3p
TRIO|ENST00000344204.9|5,TRIO:miR-381-3p
TRIO|ENST00000344204.9|6,TRIO:miR-101-3p.1
TRIO|ENST00000344204.9|6,TRIO:miR-101-3p.2
TRIO|ENST00000344204.9|6,TRIO:miR-144-3p
TRIO|ENST00000344204.9|6,TRIO:miR-153-3p
TRIO|ENST00000344204.9|6,TRIO:miR-190-5p
TRIO|ENST00000344204.9|6,TRIO:miR-218-5p
TRIO|ENST00000344204.9|6,TRIO:miR-25-3p/32-5p/92-3p/363-3p/367-3p
TRIO|ENST00000344204.9|7,TRIO:miR-153-3p
TRIO|ENST00000344204.9|7,TRIO:miR-190-5p
TRIO|ENST00000344204.9|7,TRIO:miR-218-5p
TRIO|ENST00000344204.9|7,TRIO:miR-25-3p/32-5p/92-3p/363-3p/367-3p
TRIO|ENST00000344204.9|8,TRIO:miR-145-5p
TRIO|ENST00000344204.9|8,TRIO:miR-182-5p
TRIO|ENST00000344204.9|8,TRIO:miR-96-5p/1271-5p
TRIO|ENST00000344204.9|9,TRIO:miR-145-5p
TRIO|ENST00000344204.9|9,TRIO:miR-182-5p
TRIO|ENST00000344204.9|9,TRIO:miR-96-5p/1271-5p
TRIP12|ENST00000675903.1|13,TRIP12:miR-218-5p
TRIP12|ENST00000675903.1|14,TRIP12:miR-218-5p
TRIP12|ENST00000675903.1|16,TRIP12:miR-124-3p.2/506-3p
TRIP12|ENST00000675903.1|17,TRIP12:miR-124-3p.2/506-3p
TRIP12|ENST00000675903.1|1,TRIP12:miR-194-5p
TRIP12|ENST00000675903.1|27,TRIP12:miR-148-3p/152-3p
TRIP12|ENST00000675903.1|2,TRIP12:miR-188-5p
TRIP12|ENST00000675903.1|2,TRIP12:miR-204-5p/211-5p
TRIP12|ENST00000675903.1|2,TRIP12:miR-330-3p
TRIP12|ENST00000675903.1|2,TRIP12:miR-377-3p
TRIP12|ENST00000675903.1|2,TRIP12:miR-9-5p
TRIP12|ENST00000675903.1|3,TRIP12:miR-188-5p
TRIP12|ENST00000675903.1|3,TRIP12:miR-204-5p/211-5p
TRIP12|ENST00000675903.1|3,TRIP12:miR-377-3p
TRIP12|ENST00000675903.1|3,TRIP12:miR-9-5p
TRIP12|ENST00000675903.1|5,TRIP12:miR-30-5p
TRIP12|ENST00000675903.1|6,TRIP12:miR-30-5p
TRIP12|ENST00000675903.1|8,TRIP12:miR-137
TRIP12|ENST00000675903.1|8,TRIP12:miR-25-3p/32-5p/92-3p/363-3p/367-3p
TRIP12|ENST00000675903.1|9,TRIP12:miR-137
TRIP12|ENST00000675903.1|9,TRIP12:miR-25-3p/32-5p/92-3p/363-3p/367-3p
TRPM4|ENST00000252826.10|2,TRPM4:miR-133a-3p.1
TRPM4|ENST00000252826.10|2,TRPM4:miR-199-5p
TRPS1|ENST00000395715.8|10,TRPS1:miR-125-5p
TRPS1|ENST00000395715.8|10,TRPS1:miR-129-3p
TRPS1|ENST00000395715.8|10,TRPS1:miR-148-3p/152-3p
TRPS1|ENST00000395715.8|10,TRPS1:miR-150-5p
TRPS1|ENST00000395715.8|10,TRPS1:miR-362-5p/500b-5p
TRPS1|ENST00000395715.8|10,TRPS1:miR-375
TRPS1|ENST00000395715.8|10,TRPS1:miR-493-5p
TRPS1|ENST00000395715.8|11,TRPS1:miR-148-3p/152-3p
TRPS1|ENST00000395715.8|11,TRPS1:miR-150-5p
TRPS1|ENST00000395715.8|11,TRPS1:miR-153-3p
TRPS1|ENST00000395715.8|11,TRPS1:miR-203a-3p.1
TRPS1|ENST00000395715.8|11,TRPS1:miR-375
TRPS1|ENST00000395715.8|11,TRPS1:miR-655-3p
TRPS1|ENST00000395715.8|12,TRPS1:miR-153-3p
TRPS1|ENST00000395715.8|12,TRPS1:miR-203a-3p.1
TRPS1|ENST00000395715.8|12,TRPS1:miR-221-3p/222-3p
TRPS1|ENST00000395715.8|12,TRPS1:miR-30-5p
TRPS1|ENST00000395715.8|12,TRPS1:miR-655-3p
TRPS1|ENST00000395715.8|13,TRPS1:miR-1-3p/206
TRPS1|ENST00000395715.8|13,TRPS1:miR-221-3p/222-3p
TRPS1|ENST00000395715.8|14,TRPS1:miR-130-3p/301-3p/454-3p
TRPS1|ENST00000395715.8|14,TRPS1:miR-1-3p/206
TRPS1|ENST00000395715.8|14,TRPS1:miR-203a-3p.1
TRPS1|ENST00000395715.8|14,TRPS1:miR-330-3p
TRPS1|ENST00000395715.8|14,TRPS1:miR-494-3p
TRPS1|ENST00000395715.8|14,TRPS1:miR-653-5p
TRPS1|ENST00000395715.8|15,TRPS1:miR-130-3p/301-3p/454-3p
TRPS1|ENST00000395715.8|15,TRPS1:miR-203a-3p.1
TRPS1|ENST00000395715.8|15,TRPS1:miR-330-3p
TRPS1|ENST00000395715.8|15,TRPS1:miR-494-3p
TRPS1|ENST00000395715.8|15,TRPS1:miR-653-5p
TRPS1|ENST00000395715.8|17,TRPS1:miR-383-5p.1
TRPS1|ENST00000395715.8|17,TRPS1:miR-383-5p.2
TRPS1|ENST00000395715.8|18,TRPS1:miR-383-5p.1
TRPS1|ENST00000395715.8|18,TRPS1:miR-383-5p.2
TRPS1|ENST00000395715.8|1,TRPS1:miR-124-3p.1
TRPS1|ENST00000395715.8|1,TRPS1:miR-124-3p.2/506-3p
TRPS1|ENST00000395715.8|1,TRPS1:miR-323-3p
TRPS1|ENST00000395715.8|22,TRPS1:miR-142-3p.2
TRPS1|ENST00000395715.8|23,TRPS1:miR-142-3p.2
TRPS1|ENST00000395715.8|27,TRPS1:miR-140-3p.1
TRPS1|ENST00000395715.8|27,TRPS1:miR-140-3p.2
TRPS1|ENST00000395715.8|27,TRPS1:miR-33-5p
TRPS1|ENST00000395715.8|28,TRPS1:miR-140-3p.1
TRPS1|ENST00000395715.8|28,TRPS1:miR-140-3p.2
TRPS1|ENST00000395715.8|28,TRPS1:miR-33-5p
TRPS1|ENST00000395715.8|33,TRPS1:miR-23-3p
TRPS1|ENST00000395715.8|37,TRPS1:miR-17-5p/20-5p/93-5p/106-5p/519-3p
TRPS1|ENST00000395715.8|37,TRPS1:miR-302-3p/372-3p/373-3p/520-3p
TRPS1|ENST00000395715.8|37,TRPS1:miR-302c-3p.2/520-3p
TRPS1|ENST00000395715.8|37,TRPS1:miR-323-3p
TRPS1|ENST00000395715.8|38,TRPS1:miR-137
TRPS1|ENST00000395715.8|38,TRPS1:miR-138-5p
TRPS1|ENST00000395715.8|38,TRPS1:miR-143-3p
TRPS1|ENST00000395715.8|39,TRPS1:miR-137
TRPS1|ENST00000395715.8|39,TRPS1:miR-138-5p
TRPS1|ENST00000395715.8|39,TRPS1:miR-143-3p
TRPS1|ENST00000395715.8|39,TRPS1:miR-382-3p
TRPS1|ENST00000395715.8|40,TRPS1:miR-153-3p
TRPS1|ENST00000395715.8|40,TRPS1:miR-194-5p
TRPS1|ENST00000395715.8|40,TRPS1:miR-26-5p
TRPS1|ENST00000395715.8|40,TRPS1:miR-382-3p
TRPS1|ENST00000395715.8|40,TRPS1:miR-411-3p
TRPS1|ENST00000395715.8|7,TRPS1:miR-409-5p
TRPS1|ENST00000395715.8|8,TRPS1:miR-155-5p
TRPS1|ENST00000395715.8|8,TRPS1:miR-204-5p/211-5p
TRPS1|ENST00000395715.8|8,TRPS1:miR-205-5p
TRPS1|ENST00000395715.8|8,TRPS1:miR-409-5p
TRPS1|ENST00000395715.8|9,TRPS1:miR-125-5p
TRPS1|ENST00000395715.8|9,TRPS1:miR-129-3p
TRPS1|ENST00000395715.8|9,TRPS1:miR-155-5p
TRPS1|ENST00000395715.8|9,TRPS1:miR-204-5p/211-5p
TRPS1|ENST00000395715.8|9,TRPS1:miR-205-5p
TRPS1|ENST00000395715.8|9,TRPS1:miR-362-5p/500b-5p
TRPS1|ENST00000395715.8|9,TRPS1:miR-493-5p
TRPV4|ENST00000261740.7|1,TRPV4:miR-326
TSC1|ENST00000298552.9|1,TSC1:miR-141-3p/200a-3p
TSC1|ENST00000298552.9|1,TSC1:miR-193-3p
TSC1|ENST00000298552.9|1,TSC1:miR-328-3p
TSC1|ENST00000298552.9|1,TSC1:miR-451
TSC1|ENST00000298552.9|1,TSC1:miR-504-5p.1
TSC1|ENST00000298552.9|28,TSC1:miR-30-5p
TSC1|ENST00000298552.9|29,TSC1:miR-15-5p/16-5p/195-5p/424-5p/497-5p
TSC1|ENST00000298552.9|29,TSC1:miR-30-5p
TSC1|ENST00000298552.9|2,TSC1:miR-193-3p
TSC1|ENST00000298552.9|2,TSC1:miR-25-3p/32-5p/92-3p/363-3p/367-3p
TSC1|ENST00000298552.9|2,TSC1:miR-328-3p
TSC1|ENST00000298552.9|2,TSC1:miR-451
TSC1|ENST00000298552.9|30,TSC1:miR-15-5p/16-5p/195-5p/424-5p/497-5p
TSC1|ENST00000298552.9|32,TSC1:miR-141-3p/200a-3p
TSC1|ENST00000298552.9|33,TSC1:miR-130-3p/301-3p/454-3p
TSC1|ENST00000298552.9|33,TSC1:miR-141-3p/200a-3p
TSC1|ENST00000298552.9|33,TSC1:miR-19-3p
TSC1|ENST00000298552.9|33,TSC1:miR-28-3p
TSC1|ENST00000298552.9|33,TSC1:miR-340-5p
TSC1|ENST00000298552.9|34,TSC1:miR-28-3p
TSC1|ENST00000298552.9|34,TSC1:miR-340-5p
TSC1|ENST00000298552.9|34,TSC1:miR-489-3p
TSC1|ENST00000298552.9|35,TSC1:miR-128-3p
TSC1|ENST00000298552.9|35,TSC1:miR-183-5p.1
TSC1|ENST00000298552.9|35,TSC1:miR-27-3p
TSC1|ENST00000298552.9|35,TSC1:miR-489-3p
TSC1|ENST00000298552.9|35,TSC1:miR-489-3p
TSC1|ENST00000298552.9|35,TSC1:miR-543
TSC1|ENST00000298552.9|36,TSC1:miR-128-3p
TSC1|ENST00000298552.9|36,TSC1:miR-130-3p/301-3p/454-3p
TSC1|ENST00000298552.9|36,TSC1:miR-183-5p.1
TSC1|ENST00000298552.9|36,TSC1:miR-19-3p
TSC1|ENST00000298552.9|36,TSC1:miR-27-3p
TSC1|ENST00000298552.9|36,TSC1:miR-375
TSC1|ENST00000298552.9|36,TSC1:miR-489-3p
TSC1|ENST00000298552.9|36,TSC1:miR-489-3p
TSC1|ENST00000298552.9|36,TSC1:miR-543
TSC1|ENST00000298552.9|3,TSC1:miR-25-3p/32-5p/92-3p/363-3p/367-3p
TSC1|ENST00000298552.9|6,TSC1:let-7-5p/98-5p
TSC1|ENST00000298552.9|6,TSC1:miR-196-5p
TSC1|ENST00000298552.9|8,TSC1:miR-320
TSC1|ENST00000298552.9|9,TSC1:miR-320
TSPAN7|ENST00000378482.7|5,TSPAN7:miR-194-5p
TSPAN7|ENST00000378482.7|6,TSPAN7:miR-194-5p
TSPAN7|ENST00000378482.7|7,TSPAN7:miR-655-3p
TWIST1|ENST00000242261.6|2,TWIST1:miR-17-5p/20-5p/93-5p/106-5p/519-3p
TWIST1|ENST00000242261.6|2,TWIST1:miR-214-5p
TWIST1|ENST00000242261.6|2,TWIST1:miR-361-5p
TWIST1|ENST00000242261.6|2,TWIST1:miR-532-5p
TWIST1|ENST00000242261.6|2,TWIST1:miR-543
TWIST1|ENST00000242261.6|2,TWIST1:miR-96-5p/1271-5p
TWIST1|ENST00000242261.6|3,TWIST1:miR-532-5p
TWIST1|ENST00000242261.6|3,TWIST1:miR-543
TWIST1|ENST00000242261.6|3,TWIST1:miR-96-5p/1271-5p
TWIST1|ENST00000242261.6|4,TWIST1:miR-33-5p
TWIST1|ENST00000242261.6|4,TWIST1:miR-381-3p
TWIST1|ENST00000242261.6|4,TWIST1:miR-409-3p
TWIST1|ENST00000242261.6|5,TWIST1:miR-137
TWIST1|ENST00000242261.6|5,TWIST1:miR-25-3p/32-5p/92-3p/363-3p/367-3p
TWIST1|ENST00000242261.6|5,TWIST1:miR-33-5p
TWIST1|ENST00000242261.6|5,TWIST1:miR-381-3p
TWIST1|ENST00000242261.6|5,TWIST1:miR-409-3p
TYRP1|ENST00000388918.10|2,TYRP1:miR-330-3p
TYRP1|ENST00000388918.10|3,TYRP1:miR-330-3p
TYRP1|ENST00000388918.10|5,TYRP1:miR-203a-3p.1
TYRP1|ENST00000388918.10|6,TYRP1:miR-203a-3p.1
UBE2A|ENST00000371558.7|1,UBE2A:miR-101-3p.1
UBE2A|ENST00000371558.7|1,UBE2A:miR-101-3p.2
UBE2A|ENST00000371558.7|1,UBE2A:miR-144-3p
UBE2A|ENST00000371558.7|2,UBE2A:miR-101-3p.1
UBE2A|ENST00000371558.7|2,UBE2A:miR-101-3p.2
UBE2A|ENST00000371558.7|2,UBE2A:miR-144-3p
UBE2A|ENST00000371558.7|4,UBE2A:miR-223-3p
UBE2A|ENST00000371558.7|5,UBE2A:miR-223-3p
UBE2A|ENST00000371558.7|8,UBE2A:miR-19-3p
UBE3A|ENST00000648336.2|10,UBE3A:miR-124-3p.1
UBE3A|ENST00000648336.2|11,UBE3A:miR-124-3p.1
UBE3A|ENST00000648336.2|1,UBE3A:miR-141-3p/200a-3p
UBE3A|ENST00000648336.2|1,UBE3A:miR-375
UBE3A|ENST00000648336.2|2,UBE3A:miR-141-3p/200a-3p
UBE3A|ENST00000648336.2|2,UBE3A:miR-375
UBE3A|ENST00000648336.2|2,UBE3A:miR-381-3p
UBE3A|ENST00000648336.2|2,UBE3A:miR-493-5p
UBE3A|ENST00000648336.2|3,UBE3A:miR-26-5p
UBE3A|ENST00000648336.2|3,UBE3A:miR-381-3p
UBE3A|ENST00000648336.2|3,UBE3A:miR-493-5p
UBE3A|ENST00000648336.2|4,UBE3A:miR-26-5p
UBE3A|ENST00000648336.2|4,UBE3A:miR-452-5p/892-3p
UBE3A|ENST00000648336.2|4,UBE3A:miR-9-5p
UBE3A|ENST00000648336.2|5,UBE3A:miR-218-5p
UBE3A|ENST00000648336.2|5,UBE3A:miR-339-5p
UBE3A|ENST00000648336.2|5,UBE3A:miR-9-5p
